chrom,pos,PM,numMeth,numUnmeth,Count,ind
chr1,40099370,0.82,65,14,79,613605
chr1,40099538,0.93,86,6,92,613606
chr1,40099561,0.53,48,42,90,613607
chr1,40099580,0.86,83,13,96,613608
chr1,40099600,0.9,84,9,93,613609
chr1,40099853,0.68,38,18,56,613610
chr1,40099860,0.15,11,62,73,613611
chr1,40099890,0.35,23,43,66,613612
chr1,40099923,0.25,16,47,63,613613
chr1,40099955,0.32,21,44,65,613614
chr1,40100013,0.9,45,5,50,613615
chr1,40100142,0.83,76,16,92,613616
chr1,40100647,0.73,55,20,75,613617
chr1,40100845,0.16,12,62,74,613618
chr1,40101007,0,0,67,67,613619
chr1,40101036,0.08,6,70,76,613620
chr1,40101044,0.06,5,77,82,613621
chr1,40101068,0.14,12,75,87,613622
chr1,40101095,0.29,27,67,94,613623
chr1,40101121,0.31,26,57,83,613624
chr1,40101189,0.1,9,83,92,613625
chr1,40101388,0.06,5,81,86,613626
chr1,40101403,0.21,16,61,77,613627
chr1,40101459,0.08,6,74,80,613628
chr1,40101513,0.15,14,78,92,613629
chr1,40101515,0.14,13,79,92,613630
chr1,40101664,0.23,14,46,60,613631
chr1,40101737,0.09,8,80,88,613632
chr1,40101901,0.15,7,41,48,613633
chr1,40102024,0.94,46,3,49,613634
chr1,40102085,0.16,10,54,64,613635
chr1,40102159,0.63,15,9,24,613636
chr1,40102173,0.47,15,17,32,613637
chr1,40102217,0.73,37,14,51,613638
chr1,40102227,0.34,22,42,64,613639
chr1,40102233,0.49,33,35,68,613640
chr1,40102293,0.64,60,34,94,613641
chr1,40102493,0.44,35,44,79,613642
chr1,40102553,0.7,62,27,89,613643
chr1,40102567,0.07,6,85,91,613644
chr1,40102645,0.53,51,46,97,613645
chr1,40102679,0.28,23,59,82,613646
chr1,40102681,0.49,42,44,86,613647
chr1,40102889,0.45,37,46,83,613648
chr1,40103004,0.12,7,50,57,613649
chr1,40103027,0.66,39,20,59,613650
chr1,40103044,0.24,15,48,63,613651
chr1,40103062,0.24,18,57,75,613652
chr1,40103069,0.2,15,61,76,613653
chr1,40103204,0.17,16,77,93,613654
chr1,40103693,0.75,77,25,102,613655
chr1,40103709,0.11,13,102,115,613656
chr1,40103807,0.35,39,73,112,613657
chr1,40103817,0.55,56,45,101,613658
chr1,40104538,0.1,9,85,94,613659
chr1,40104560,0.45,42,52,94,613660
chr1,40104571,0.31,32,70,102,613661
chr1,40104635,0.11,9,73,82,613662
chr1,40104678,0.17,11,53,64,613663
chr1,40104832,0.11,7,54,61,613664
chr1,40104969,0.04,2,55,57,613665
chr1,40105011,0.02,1,50,51,613666
chr1,40105015,0.05,3,54,57,613667
chr1,40105021,0.04,2,47,49,613668
chr1,40105023,0.06,3,49,52,613669
chr1,40105040,0.02,1,57,58,613670
chr1,40105044,0,0,59,59,613671
chr1,40105051,0.04,2,53,55,613672
chr1,40105056,0.02,1,50,51,613673
chr1,40105061,0,0,45,45,613674
chr1,40105067,0,0,21,21,613675
chr1,40105076,0,0,35,35,613676
chr1,40105079,0,0,47,47,613677
chr1,40105095,0.02,1,41,42,613678
chr1,40105097,0,0,32,32,613679
chr1,40105119,0,0,48,48,613680
chr1,40105138,0.03,1,30,31,613681
chr1,40105146,0.02,1,50,51,613682
chr1,40105149,0.02,1,45,46,613683
chr1,40105155,0.02,1,53,54,613684
chr1,40105158,0,0,54,54,613685
chr1,40105163,0,0,43,43,613686
chr1,40105175,0.02,1,42,43,613687
chr1,40105179,0.08,2,22,24,613688
chr1,40105186,0,0,41,41,613689
chr1,40105194,0.02,1,58,59,613690
chr1,40105201,0,0,54,54,613691
chr1,40105208,0,0,56,56,613692
chr1,40105240,0,0,64,64,613693
chr1,40105243,0,0,65,65,613694
chr1,40105252,0,0,61,61,613695
chr1,40105255,0,0,61,61,613696
chr1,40105264,0,0,67,67,613697
chr1,40105267,0.01,1,69,70,613698
chr1,40105273,0,0,51,51,613699
chr1,40105277,0,0,64,64,613700
chr1,40105290,0.02,1,55,56,613701
chr1,40105300,0,0,55,55,613702
chr1,40105304,0,0,56,56,613703
chr1,40105327,0.02,1,53,54,613704
chr1,40105329,0.02,1,48,49,613705
chr1,40105346,0.02,1,53,54,613706
chr1,40105361,0,0,27,27,613707
chr1,40105366,0.09,3,30,33,613708
chr1,40105372,0,0,24,24,613709
chr1,40105377,0.08,3,34,37,613710
chr1,40105383,0.03,1,28,29,613711
chr1,40105388,0,0,38,38,613712
chr1,40105394,0,0,10,10,613713
chr1,40105397,0,0,22,22,613714
chr1,40105403,0,0,24,24,613715
chr1,40105428,0,0,15,15,613716
chr1,40105431,0,0,25,25,613717
chr1,40105439,0,0,25,25,613718
chr1,40105443,0,0,9,9,613719
chr1,40105451,0,0,10,10,613720
chr1,40105459,0,0,15,15,613721
chr1,40105465,0,0,28,28,613722
chr1,40105467,0,0,32,32,613723
chr1,40105473,0,0,28,28,613724
chr1,40105475,0.05,1,19,20,613725
chr1,40105478,0,0,27,27,613726
chr1,40105481,0,0,34,34,613727
chr1,40105486,0,0,35,35,613728
chr1,40105503,0,0,33,33,613729
chr1,40105507,0,0,32,32,613730
chr1,40105510,0,0,37,37,613731
chr1,40105519,0,0,52,52,613732
chr1,40105522,0,0,49,49,613733
chr1,40105535,0,0,53,53,613734
chr1,40105546,0,0,53,53,613735
chr1,40105554,0,0,58,58,613736
chr1,40105561,0.04,2,53,55,613737
chr1,40105563,0,0,53,53,613738
chr1,40105565,0.02,1,47,48,613739
chr1,40105601,0.02,1,57,58,613740
chr1,40105603,0,0,62,62,613741
chr1,40105622,0.01,1,67,68,613742
chr1,40105637,0.02,1,54,55,613743
chr1,40105645,0,0,55,55,613744
chr1,40105664,0.02,1,41,42,613745
chr1,40105667,0.03,2,60,62,613746
chr1,40105672,0,0,67,67,613747
chr1,40105679,0,0,69,69,613748
chr1,40105687,0.04,3,67,70,613749
chr1,40105704,0.02,1,59,60,613750
chr1,40105706,0,0,60,60,613751
chr1,40105754,0.02,1,60,61,613752
chr1,40105764,0,0,59,59,613753
chr1,40105903,0.11,8,62,70,613754
chr1,40105922,0.32,23,48,71,613755
chr1,40105948,0.44,30,38,68,613756
chr1,40105968,0.48,32,35,67,613757
chr1,40106022,0.5,29,29,58,613758
chr1,40106036,0.71,39,16,55,613759
chr1,40106069,0.35,18,33,51,613760
chr1,40106234,0.97,75,2,77,613761
chr1,40106248,0.99,75,1,76,613762
chr1,40106392,1,38,0,38,613763
chr1,40106441,0.98,42,1,43,613764
chr1,40106543,0.95,39,2,41,613765
chr1,40106599,0.75,46,15,61,613766
chr1,40106629,0.98,61,1,62,613767
chr1,40106638,0.98,63,1,64,613768
chr1,40106671,0.86,54,9,63,613769
chr1,40106805,0.94,115,7,122,613770
chr1,40106904,0.93,84,6,90,613771
chr1,40106913,0.79,77,21,98,613772
chr1,40107013,0.84,75,14,89,613773
chr1,40107072,0.82,56,12,68,613774
chr1,40107426,0.88,83,11,94,613775
chr1,40107563,0.98,83,2,85,613776
chr1,40107600,0.98,86,2,88,613777
chr1,40107621,0.98,83,2,85,613778
chr1,40107641,0.96,82,3,85,613779
chr1,40107686,0.44,32,41,73,613780
chr1,40107718,0.93,65,5,70,613781
chr1,40107742,0.95,54,3,57,613782
chr1,40107750,0.91,51,5,56,613783
chr1,40107757,0.94,46,3,49,613784
chr1,40107782,0.93,27,2,29,613785
chr1,40107820,0.56,10,8,18,613786
chr1,40107887,0.93,41,3,44,613787
chr1,40107975,0.89,77,10,87,613788
chr1,40108054,0.6,55,37,92,613789
chr1,40108479,0.07,4,52,56,613790
chr1,40108544,0.14,9,54,63,613791
chr1,40108561,0.13,10,66,76,613792
chr1,40108760,0.05,3,52,55,613793
chr1,40108980,0.32,36,77,113,613794
chr1,40109172,0.57,55,42,97,613795
chr1,40109205,0.52,54,49,103,613796
chr1,40109541,1,34,0,34,613797
chr1,40109638,0.93,98,7,105,613798
chr1,40109759,0.99,91,1,92,613799
chr1,40109856,0.81,85,20,105,613800
chr1,40109971,0.96,69,3,72,613801
chr1,40110157,0.95,84,4,88,613802
chr1,40110194,0.99,83,1,84,613803
chr1,40110349,0.92,65,6,71,613804
chr1,40110374,0.93,62,5,67,613805
chr1,40110572,0.94,60,4,64,613806
chr1,40110702,0.98,45,1,46,613807
chr1,40110707,0.95,41,2,43,613808
chr1,40110728,1,45,0,45,613809
chr1,40110757,0.96,52,2,54,613810
chr1,40110775,0.8,44,11,55,613811
chr1,40110834,0.94,103,7,110,613812
chr1,40110891,0.8,105,27,132,613813
chr1,40111148,0.69,60,27,87,613814
chr1,40111151,0.7,60,26,86,613815
chr1,40111488,0.95,82,4,86,613816
chr1,40111809,0.87,79,12,91,613817
chr1,40111820,0.8,74,18,92,613818
chr1,40112007,0.89,41,5,46,613819
chr1,40112028,0.57,29,22,51,613820
chr1,40112073,0.03,2,63,65,613821
chr1,40112113,0.25,17,52,69,613822
chr1,40112140,0.13,8,54,62,613823
chr1,40112204,0.39,17,27,44,613824
chr1,40112391,0.07,5,70,75,613825
chr1,40112410,0.12,9,64,73,613826
chr1,40112494,0.1,9,81,90,613827
chr1,40112541,0.14,9,55,64,613828
chr1,40112609,0.1,6,57,63,613829
chr1,40112624,0.1,6,57,63,613830
chr1,40112632,0.1,5,46,51,613831
chr1,40112763,0.21,6,23,29,613832
chr1,40112772,0.36,9,16,25,613833
chr1,40112814,0.59,23,16,39,613834
chr1,40112921,0.22,16,58,74,613835
chr1,40113237,0.94,81,5,86,613836
chr1,40113273,0.89,91,11,102,613837
chr1,40113487,0.94,60,4,64,613838
chr1,40114206,0.75,48,16,64,613839
chr1,40114369,0.7,74,31,105,613840
chr1,40114634,0.97,59,2,61,613841
chr1,40114636,0.98,59,1,60,613842
chr1,40114646,1,64,0,64,613843
chr1,40114674,1,65,0,65,613844
chr1,40114679,0.95,60,3,63,613845
chr1,40114851,0.98,57,1,58,613846
chr1,40114856,0.98,60,1,61,613847
chr1,40114864,0.97,58,2,60,613848
chr1,40114894,1,71,0,71,613849
chr1,40114972,0.81,61,14,75,613850
chr1,40115114,0.97,93,3,96,613851
chr1,40115196,0.88,67,9,76,613852
chr1,40115246,0.95,53,3,56,613853
chr1,40115257,0.98,60,1,61,613854
chr1,40115300,0.85,50,9,59,613855
chr1,40115302,0.98,59,1,60,613856
chr1,40115306,0.98,61,1,62,613857
chr1,40115439,0.76,37,12,49,613858
chr1,40115513,0.43,16,21,37,613859
chr1,40115801,0.97,83,3,86,613860
chr1,40115998,0.96,44,2,46,613861
chr1,40116117,1,55,0,55,613862
chr1,40116655,0.98,51,1,52,613863
chr1,40116722,0.99,94,1,95,613864
chr1,40116797,0.96,79,3,82,613865
chr1,40116823,0.97,75,2,77,613866
chr1,40116895,0.99,71,1,72,613867
chr1,40117074,0.79,62,16,78,613868
chr1,40117162,0.85,68,12,80,613869
chr1,40117189,0.96,75,3,78,613870
chr1,40117329,0.97,96,3,99,613871
chr1,40117341,0.94,96,6,102,613872
chr1,40117392,0.98,83,2,85,613873
chr1,40117416,0.96,71,3,74,613874
chr1,40117423,0.46,35,41,76,613875
chr1,40117439,0.94,68,4,72,613876
chr1,40117499,1,46,0,46,613877
chr1,40117571,0.92,46,4,50,613878
chr1,40117634,0.7,44,19,63,613879
chr1,40117697,0.08,3,37,40,613880
chr1,40117754,0.18,10,47,57,613881
chr1,40117893,0.25,28,86,114,613882
chr1,40117919,0.05,5,102,107,613883
chr1,40117926,0.05,4,84,88,613884
chr1,40118030,0.09,4,39,43,613885
chr1,40118039,0.07,4,52,56,613886
chr1,40118075,0.08,6,65,71,613887
chr1,40118151,0.33,26,53,79,613888
chr1,40118281,0.76,71,23,94,613889
chr1,40118596,0.98,59,1,60,613890
chr1,40118691,0.9,47,5,52,613891
chr1,40118734,0.26,10,28,38,613892
chr1,40118913,0.46,32,37,69,613893
chr1,40118936,0.84,54,10,64,613894
chr1,40119115,0.13,14,96,110,613895
chr1,40119119,0.19,21,88,109,613896
chr1,40119125,0.14,15,96,111,613897
chr1,40119189,0.17,20,98,118,613898
chr1,40119202,0.02,2,114,116,613899
chr1,40119207,0.01,1,118,119,613900
chr1,40119214,0,0,122,122,613901
chr1,40119276,0,0,108,108,613902
chr1,40119292,0.01,1,85,86,613903
chr1,40119362,0,0,59,59,613904
chr1,40119367,0,0,60,60,613905
chr1,40119436,0.02,1,40,41,613906
chr1,40119451,0.03,1,38,39,613907
chr1,40119462,0,0,54,54,613908
chr1,40119641,0.12,8,59,67,613909
chr1,40119730,0.5,34,34,68,613910
chr1,40119757,0.88,51,7,58,613911
chr1,40119881,0.38,23,38,61,613912
chr1,40119960,0.97,77,2,79,613913
chr1,40119975,0.84,72,14,86,613914
chr1,40119989,0.69,60,27,87,613915
chr1,40119992,0.82,70,15,85,613916
chr1,40120041,0.72,79,31,110,613917
chr1,40120102,0.95,102,5,107,613918
chr1,40120156,0.6,55,37,92,613919
chr1,40120303,0.81,96,23,119,613920
chr1,40120385,0.88,90,12,102,613921
chr1,40120466,0.94,118,8,126,613922
chr1,40120674,0.76,34,11,45,613923
chr1,40120682,0.78,42,12,54,613924
chr1,40120699,0.95,57,3,60,613925
chr1,40120706,0.91,58,6,64,613926
chr1,40120738,0.98,54,1,55,613927
chr1,40120758,0.92,49,4,53,613928
chr1,40120770,0.95,59,3,62,613929
chr1,40120802,0.9,44,5,49,613930
chr1,40120833,0.86,44,7,51,613931
chr1,40120858,0.88,57,8,65,613932
chr1,40120959,0.73,89,33,122,613933
chr1,40121066,0.58,49,35,84,613934
chr1,40121414,0.89,96,12,108,613935
chr1,40121454,0.68,83,39,122,613936
chr1,40121484,0.35,44,82,126,613937
chr1,40121508,0.62,66,40,106,613938
chr1,40121884,0.27,18,49,67,613939
chr1,40122026,0.45,51,63,114,613940
chr1,40122365,0.91,121,12,133,613941
chr1,40122432,0.5,59,59,118,613942
chr1,40122487,0.24,16,50,66,613943
chr1,40122664,0.19,19,83,102,613944
chr1,40122731,0.4,44,65,109,613945
chr1,40122919,0.48,49,54,103,613946
chr1,40122937,0.74,71,25,96,613947
chr1,40123317,0.96,79,3,82,613948
chr1,40123355,0.87,46,7,53,613949
chr1,40123384,0.93,52,4,56,613950
chr1,40123646,0.96,76,3,79,613951
chr1,40123717,0.27,25,67,92,613952
chr1,40123813,0,0,84,84,613953
chr1,40123868,0,0,78,78,613954
chr1,40123916,0.03,2,71,73,613955
chr1,40124050,0.25,9,27,36,613956
chr1,40124288,0.97,89,3,92,613957
chr1,40124637,0.87,72,11,83,613958
chr1,40124739,0.83,62,13,75,613959
chr1,40124782,0.9,60,7,67,613960
chr1,40124830,0.93,56,4,60,613961
chr1,40124833,0.88,58,8,66,613962
chr1,40124867,0.98,80,2,82,613963
chr1,40124935,0.93,69,5,74,613964
chr1,40124964,0.99,73,1,74,613965
chr1,40125010,0.99,79,1,80,613966
chr1,40125028,0.91,64,6,70,613967
chr1,40125035,0.91,70,7,77,613968
chr1,40125052,0.89,63,8,71,613969
chr1,40125073,0.69,52,23,75,613970
chr1,40125091,0.84,62,12,74,613971
chr1,40125322,0.95,77,4,81,613972
chr1,40125324,0.92,76,7,83,613973
chr1,40125467,0.9,87,10,97,613974
chr1,40125520,0.95,89,5,94,613975
chr1,40125596,0.69,60,27,87,613976
chr1,40125725,0.7,71,30,101,613977
chr1,40125782,0.55,64,52,116,613978
chr1,40125798,0.9,110,12,122,613979
chr1,40125903,0.86,96,16,112,613980
chr1,40125942,0.95,96,5,101,613981
chr1,40125991,0.75,73,24,97,613982
chr1,40126232,0.9,54,6,60,613983
chr1,40126315,0.78,21,6,27,613984
chr1,40126438,0.86,60,10,70,613985
chr1,40126623,0.74,46,16,62,613986
chr1,40126771,0.82,50,11,61,613987
chr1,40126789,0.92,60,5,65,613988
chr1,40126797,0.95,62,3,65,613989
chr1,40126807,0.94,63,4,67,613990
chr1,40126819,0.91,59,6,65,613991
chr1,40126824,1,65,0,65,613992
chr1,40126829,1,67,0,67,613993
chr1,40126834,0.88,61,8,69,613994
chr1,40126838,0.92,65,6,71,613995
chr1,40126849,0.99,81,1,82,613996
chr1,40126852,0.96,67,3,70,613997
chr1,40126861,0.95,77,4,81,613998
chr1,40126870,0.93,76,6,82,613999
chr1,40126872,0.97,77,2,79,614000
chr1,40126930,0.9,65,7,72,614001
chr1,40127332,0.88,50,7,57,614002
chr1,40127345,0.92,56,5,61,614003
chr1,40127380,0.83,55,11,66,614004
chr1,40127525,0.86,74,12,86,614005
chr1,40127540,0.88,74,10,84,614006
chr1,40127590,0.9,73,8,81,614007
chr1,40127791,0.46,32,38,70,614008
chr1,40128041,0.37,26,45,71,614009
chr1,40128398,0.89,50,6,56,614010
chr1,40128405,0.74,42,15,57,614011
chr1,40128449,0.9,60,7,67,614012
chr1,40128904,0.92,47,4,51,614013
chr1,40129001,0.98,58,1,59,614014
chr1,40129012,0.95,62,3,65,614015
chr1,40129017,0.94,61,4,65,614016
chr1,40129063,0.92,73,6,79,614017
chr1,40129095,0.96,69,3,72,614018
chr1,40129209,0.92,71,6,77,614019
chr1,40129220,0.91,64,6,70,614020
chr1,40129286,0.87,74,11,85,614021
chr1,40129369,0.98,94,2,96,614022
chr1,40129458,0.81,69,16,85,614023
chr1,40129508,0.49,31,32,63,614024
chr1,40129538,0.95,55,3,58,614025
chr1,40129547,0.95,59,3,62,614026
chr1,40129598,1,78,0,78,614027
chr1,40129613,0.86,70,11,81,614028
chr1,40129670,0.96,85,4,89,614029
chr1,40129708,0.91,70,7,77,614030
chr1,40129838,0.93,28,2,30,614031
chr1,40129864,0.83,15,3,18,614032
chr1,40129886,0.96,22,1,23,614033
chr1,40129894,0.81,22,5,27,614034
chr1,40129911,1,33,0,33,614035
chr1,40129918,1,40,0,40,614036
chr1,40129926,0.69,34,15,49,614037
chr1,40129950,0.95,62,3,65,614038
chr1,40129985,0.91,92,9,101,614039
chr1,40130016,0.87,68,10,78,614040
chr1,40130019,0.78,68,19,87,614041
chr1,40130026,0.7,57,24,81,614042
chr1,40130054,0.91,64,6,70,614043
chr1,40130064,1,67,0,67,614044
chr1,40130069,0.98,54,1,55,614045
chr1,40130107,0.72,41,16,57,614046
chr1,40130233,0.95,36,2,38,614047
chr1,40130257,0.88,53,7,60,614048
chr1,40130289,0.89,76,9,85,614049
chr1,40130313,0.95,84,4,88,614050
chr1,40130387,0.98,107,2,109,614051
chr1,40130407,0.97,109,3,112,614052
chr1,40130450,0.96,107,4,111,614053
chr1,40130476,0.96,99,4,103,614054
chr1,40130595,0.98,43,1,44,614055
chr1,40130872,0.87,73,11,84,614056
chr1,40131060,0.88,59,8,67,614057
chr1,40131219,0.98,53,1,54,614058
chr1,40131256,0.94,49,3,52,614059
chr1,40131262,0.91,48,5,53,614060
chr1,40131268,0.81,42,10,52,614061
chr1,40131294,0.96,48,2,50,614062
chr1,40131300,0.93,54,4,58,614063
chr1,40131310,0.81,47,11,58,614064
chr1,40131487,0.94,44,3,47,614065
chr1,40131500,0.96,44,2,46,614066
chr1,40131518,0.98,50,1,51,614067
chr1,40131548,0.82,46,10,56,614068
chr1,40131700,0.78,47,13,60,614069
chr1,40131706,0.96,47,2,49,614070
chr1,40131764,0.58,41,30,71,614071
chr1,40131779,0.88,74,10,84,614072
chr1,40131802,0.97,99,3,102,614073
chr1,40131806,0.95,103,5,108,614074
chr1,40131818,0.98,112,2,114,614075
chr1,40131828,0.94,108,7,115,614076
chr1,40131848,0.92,102,9,111,614077
chr1,40131856,0.95,105,5,110,614078
chr1,40131868,0.92,102,9,111,614079
chr1,40131881,0.94,93,6,99,614080
chr1,40132080,0.79,77,21,98,614081
chr1,40132223,0.62,51,31,82,614082
chr1,40132565,0.92,110,9,119,614083
chr1,40132572,0.93,113,8,121,614084
chr1,40132611,0.83,93,19,112,614085
chr1,40132972,0.94,77,5,82,614086
chr1,40133022,0.96,73,3,76,614087
chr1,40133238,0.84,100,19,119,614088
chr1,40133333,0.91,96,10,106,614089
chr1,40133581,0.79,71,19,90,614090
chr1,40134029,0.49,19,20,39,614091
chr1,40134120,0.43,26,34,60,614092
chr1,40134144,0.21,20,76,96,614093
chr1,40134264,0.71,49,20,69,614094
chr1,40134354,0.92,67,6,73,614095
chr1,40134416,0.9,94,10,104,614096
chr1,40134441,0.78,95,27,122,614097
chr1,40134695,0.22,13,47,60,614098
chr1,40134880,0.21,20,74,94,614099
chr1,40134962,0.6,58,39,97,614100
chr1,40135127,0.64,50,28,78,614101
chr1,40135347,0.98,42,1,43,614102
chr1,40135513,0.94,81,5,86,614103
chr1,40135858,0.95,126,7,133,614104
chr1,40135895,0.91,131,13,144,614105
chr1,40136027,0.96,94,4,98,614106
chr1,40136189,0.85,56,10,66,614107
chr1,40136494,0.27,25,66,91,614108
chr1,40136763,0.28,22,57,79,614109
chr1,40136786,0.27,23,63,86,614110
chr1,40136907,0.03,2,69,71,614111
chr1,40136928,0,0,70,70,614112
chr1,40136967,0.04,2,54,56,614113
chr1,40136989,0.1,4,38,42,614114
chr1,40137002,0.05,2,41,43,614115
chr1,40137012,0.06,1,17,18,614116
chr1,40137015,0.07,3,42,45,614117
chr1,40137019,0.03,1,34,35,614118
chr1,40137029,0.06,3,46,49,614119
chr1,40137080,0,0,43,43,614120
chr1,40137082,0.02,1,44,45,614121
chr1,40137089,0.03,1,34,35,614122
chr1,40137136,0,0,69,69,614123
chr1,40137152,0.01,1,76,77,614124
chr1,40137159,0.03,2,77,79,614125
chr1,40137173,0.04,3,67,70,614126
chr1,40137180,0.04,3,72,75,614127
chr1,40137185,0.02,1,54,55,614128
chr1,40137200,0,0,70,70,614129
chr1,40137223,0.03,2,57,59,614130
chr1,40137225,0,0,51,51,614131
chr1,40137234,0.03,1,30,31,614132
chr1,40137246,0,0,50,50,614133
chr1,40137251,0.03,2,56,58,614134
chr1,40137262,0,0,49,49,614135
chr1,40137279,0.04,2,46,48,614136
chr1,40137281,0,0,39,39,614137
chr1,40137288,0,0,60,60,614138
chr1,40137291,0,0,47,47,614139
chr1,40137296,0,0,57,57,614140
chr1,40137319,0.02,1,40,41,614141
chr1,40137368,0,0,28,28,614142
chr1,40137377,0,0,41,41,614143
chr1,40137384,0,0,36,36,614144
chr1,40137425,0,0,24,24,614145
chr1,40137431,0,0,25,25,614146
chr1,40137433,0,0,24,24,614147
chr1,40137447,0,0,21,21,614148
chr1,40137470,0,0,26,26,614149
chr1,40137488,0,0,19,19,614150
chr1,40137493,0,0,33,33,614151
chr1,40137528,0,0,48,48,614152
chr1,40137545,0,0,56,56,614153
chr1,40137552,0.02,1,55,56,614154
chr1,40137560,0.02,1,61,62,614155
chr1,40137576,0,0,71,71,614156
chr1,40137597,0,0,52,52,614157
chr1,40137599,0.03,2,60,62,614158
chr1,40137608,0,0,73,73,614159
chr1,40137636,0,0,80,80,614160
chr1,40137642,0.01,1,67,68,614161
chr1,40137647,0,0,74,74,614162
chr1,40137654,0,0,65,65,614163
chr1,40137665,0,0,72,72,614164
chr1,40137671,0,0,73,73,614165
chr1,40137673,0,0,70,70,614166
chr1,40137691,0,0,80,80,614167
chr1,40137715,0,0,66,66,614168
chr1,40137726,0,0,60,60,614169
chr1,40137731,0,0,58,58,614170
chr1,40137744,0,0,40,40,614171
chr1,40137747,0.03,1,30,31,614172
chr1,40137750,0,0,28,28,614173
chr1,40137756,0,0,38,38,614174
chr1,40137758,0,0,42,42,614175
chr1,40137792,0,0,4,4,614176
chr1,40137799,0,0,16,16,614177
chr1,40137802,0,0,9,9,614178
chr1,40137815,0,0,11,11,614179
chr1,40137822,0,0,20,20,614180
chr1,40137825,0.11,2,16,18,614181
chr1,40137838,0,0,27,27,614182
chr1,40137856,0,0,29,29,614183
chr1,40137860,0,0,34,34,614184
chr1,40137863,0.03,1,37,38,614185
chr1,40137867,0,0,25,25,614186
chr1,40137892,0.05,2,42,44,614187
chr1,40137896,0.03,1,36,37,614188
chr1,40137900,0,0,47,47,614189
chr1,40137907,0,0,50,50,614190
chr1,40137913,0,0,44,44,614191
chr1,40137935,0,0,41,41,614192
chr1,40137966,0,0,33,33,614193
chr1,40137970,0.04,1,26,27,614194
chr1,40137977,0.04,1,23,24,614195
chr1,40137987,0.03,1,30,31,614196
chr1,40138038,0.03,1,38,39,614197
chr1,40138052,0.03,1,38,39,614198
chr1,40138068,0,0,48,48,614199
chr1,40138074,0,0,30,30,614200
chr1,40138084,0.07,2,27,29,614201
chr1,40138086,0.05,2,36,38,614202
chr1,40138162,0.69,27,12,39,614203
chr1,40138225,0.18,11,50,61,614204
chr1,40138242,0.1,7,65,72,614205
chr1,40138257,0.11,7,54,61,614206
chr1,40138264,0.07,4,57,61,614207
chr1,40138319,0.35,26,48,74,614208
chr1,40138344,0.33,21,43,64,614209
chr1,40138402,0.38,27,44,71,614210
chr1,40138417,0.2,15,59,74,614211
chr1,40138475,0.41,33,48,81,614212
chr1,40138511,0.85,51,9,60,614213
chr1,40138513,0.78,52,15,67,614214
chr1,40138602,0.68,54,25,79,614215
chr1,40139111,0.79,76,20,96,614216
chr1,40139201,0.95,99,5,104,614217
chr1,40139240,0.99,88,1,89,614218
chr1,40139346,0.96,82,3,85,614219
chr1,40139620,0.97,104,3,107,614220
chr1,40139763,0.98,106,2,108,614221
chr1,40139816,0.98,82,2,84,614222
chr1,40139819,0.98,81,2,83,614223
chr1,40139926,1,42,0,42,614224
chr1,40140078,0.97,71,2,73,614225
chr1,40140176,0.98,107,2,109,614226
chr1,40140498,0.95,39,2,41,614227
chr1,40140627,0.91,84,8,92,614228
chr1,40140632,0.8,71,18,89,614229
chr1,40140638,0.98,82,2,84,614230
chr1,40140676,0.91,64,6,70,614231
chr1,40140783,0.97,65,2,67,614232
chr1,40140835,0.29,23,55,78,614233
chr1,40140859,0.17,10,50,60,614234
chr1,40140868,0.16,8,41,49,614235
chr1,40140878,0.33,14,29,43,614236
chr1,40140900,0.36,16,29,45,614237
chr1,40141323,0.97,77,2,79,614238
chr1,40141428,0.79,34,9,43,614239
chr1,40141434,0.79,31,8,39,614240
chr1,40141451,1,21,0,21,614241
chr1,40141458,1,16,0,16,614242
chr1,40141466,0.88,7,1,8,614243
chr1,40141556,1,4,0,4,614244
chr1,40141567,1,8,0,8,614245
chr1,40141587,1,13,0,13,614246
chr1,40141612,0.96,23,1,24,614247
chr1,40141617,1,30,0,30,614248
chr1,40141655,0.91,49,5,54,614249
chr1,40141665,0.88,57,8,65,614250
chr1,40141712,0.78,80,23,103,614251
chr1,40141839,0.96,49,2,51,614252
chr1,40141845,0.8,41,10,51,614253
chr1,40141883,0.97,59,2,61,614254
chr1,40141888,0.97,58,2,60,614255
chr1,40141907,0.93,57,4,61,614256
chr1,40141915,0.96,53,2,55,614257
chr1,40141917,0.94,51,3,54,614258
chr1,40141985,0.95,36,2,38,614259
chr1,40142009,0.84,31,6,37,614260
chr1,40142041,0.68,46,22,68,614261
chr1,40142048,0.95,62,3,65,614262
chr1,40142071,0.4,27,40,67,614263
chr1,40142104,0.76,25,8,33,614264
chr1,40142240,0.23,25,83,108,614265
chr1,40142254,0.19,22,93,115,614266
chr1,40142445,0.67,64,32,96,614267
chr1,40142456,0.85,88,16,104,614268
chr1,40142734,0.95,37,2,39,614269
chr1,40142811,0.24,13,41,54,614270
chr1,40142887,0.87,61,9,70,614271
chr1,40143072,0.98,82,2,84,614272
chr1,40143089,0.94,81,5,86,614273
chr1,40143213,1,73,0,73,614274
chr1,40143233,0.97,74,2,76,614275
chr1,40143291,0.99,83,1,84,614276
chr1,40143302,0.86,82,13,95,614277
chr1,40143335,0.94,73,5,78,614278
chr1,40143407,0.89,90,11,101,614279
chr1,40143520,0.97,117,4,121,614280
chr1,40143617,0.69,73,33,106,614281
chr1,40143868,0.54,46,39,85,614282
